chromosome	nc_accession	gene	gene_id	ccds_id	ccds_status	cds_strand	cds_from	cds_to	cds_locations	match_type	ID	Length	DivBy3Rem	StopCodons	StopCodonPos	CodonUsage	TGT-C	CGT-R	AAT-N	TGC-C	GGG-G	CGC-R	AAC-N	ACA-T	GGT-G	AAG-K	ATA-I	CGG-R	TGG-W	GGC-G	GGA-G	ATC-I	ACT-T	ATT-I	ACC-T	ATG-M	AAA-K	CGA-R	TGA-stop	ACG-T	CTG-L	AGA-R	CAA-Q	GTC-V	TTG-L	TAA-stop	GCT-A	CCG-P	GTT-V	GCC-A	TCG-S	TCT-S	GAA-E	GTG-V	TTC-F	CTC-L	CCT-P	GCG-A	TCC-S	TTT-F	CTT-L	CCC-P	CCA-P	TCA-S	GAT-D	AGG-R	CAG-Q	CTA-L	GAC-D	TTA-L	TAG-stop	TAT-Y	GCA-A	CAT-H	AGT-S	GTA-V	GAG-E	TAC-Y	AGC-S	CAC-H	
2	NC_000002.12	CFC1	55997	CCDS74574.1	Public	-	130592857	130599286	[130592857-130593075, 130597493-130597602, 130598641-130598814, 130598909-130598958, 130599264-130599286]	Identical	CCDS74574.1_CHR2	576	0	0	573-	195	2		3	6	5	4	3		3	3		3	6	6	4	3	4		8	2	2	3		4	2	3	1	3	3	1	2	6	1	9	1	3	2	3	2	4	5	7	11	3	2	7	1	1		2	3	1	1	1		1	3	3	2		8	2	5	3	
2	NC_000002.12	COLEC11	78989	CCDS1649.1	Public	+	3604340	3644117	[3604340-3604469, 3613310-3613381, 3637532-3637603, 3640277-3640330, 3643443-3643538, 3643726-3644117]	Identical	CCDS1649.1_CHR2	816	0	0	813-	275	2	2	5	5	5	5	6		7	11	1	2	2	16	12	7		2	4	10	8		1	3	16	1	1	5			3	1	1	15	1	5	2	9	6	4	5	3	3	1		7	3	1	3	1	8	1	14				1	2	1		18	6	6	2	
3	NC_000003.12	PXK	54899	CCDS87097.1	Public	+	58332988	58424959	[58332988-58333089, 58365873-58365923, 58369430-58369477, 58382513-58382699, 58390581-58390658, 58391146-58391219, 58391772-58391846, 58394997-58395101, 58395657-58395758, 58397038-58397199, 58397604-58397721, 58399298-58399376, 58403861-58403909, 58408923-58409000, 58409531-58409617, 58410089-58410158, 58424751-58424959]	Identical	CCDS87097.1_CHR3	1674	0	0	1671-	561	7	1	13	3	4		12	9	3	26	7	5	4	9	7	11	5	14	5	12	23	8	1	3	15	10	6	1	17		10	5	5	13	2	11	19	16	11	6	20	4	13	10	9	2	16	7	10	5	20	8	12	12		12	8	6	5	1	15	6	10	8	
1	NC_000001.11	MUC1	4582	CCDS30883.1	Public	-	155186134	155192842	[155186134-155186208, 155187224-155187373, 155187454-155187575, 155187721-155187857, 155188007-155188062, 155188162-155188230, 155192182-155192282, 155192785-155192842]	Identical	CCDS30883.1_CHR1	768	0	0	765-	259	2	1	6	1	5	2	4	5	7	5		1	1	5	2	4	4	5	9	3	2	3		3	14	2	3	5	4		4	1	5	8	1	13	5	11	6	5	4	2	2	5	1	5	6	2	4	1	9		5		1	6	5	3	3	1	6	7	9	2	
X	NC_000023.11	SYN1	6853	CCDS35233.1	Public	-	47572933	47619727	[47572933-47572960, 47574001-47574589, 47574687-47574774, 47575127-47575273, 47576130-47576232, 47576331-47576405, 47576497-47576639, 47577438-47577500, 47604977-47605066, 47605222-47605378, 47606944-47607035, 47607140-47607197, 47619351-47619727]	Identical	CCDS35233.1_CHRX	2010	0	0	2007-	673	1	4	6	2	23	16	11	5	9	17		7	4	30	13	9	5	9	13	14	12	3		7	20	1	3	11	4		9	24	5	38	4	13	9	21	12	6	8	13	15	4	5	42	21	5	8	5	56	2	18		1	3	11	7	5	2	8	10	11	10	
5	NC_000005.10	CDC20B	166979	CCDS54852.1	Public	-	55114217	55172999	[55114217-55114317, 55119800-55119917, 55120424-55120549, 55124802-55125027, 55127256-55127350, 55128420-55128616, 55133411-55133527, 55140313-55140406, 55143512-55143642, 55146627-55146855, 55172587-55172649, 55172937-55172999]	Identical	CCDS54852.1_CHR5	1560	0	0	1557-	523	7	2	12	6	11	5	9	7	7	17	8	4	17	8	13	8	10	8	12	8	16	1		4	19	6	11	5	5		12	3	12	9		13	11	13	1	9	5	3	14	10	7	6	5	9	18	7	16	4	7	4	1	4	8	8	13	7	14	4	9	8	
12	NC_000012.12	LTA4H	4048	CCDS58266.1	Public	-	96002995	96043374	[96002995-96003063, 96006313-96006408, 96009093-96009147, 96013187-96013257, 96013749-96013852, 96014854-96014998, 96015582-96015693, 96017043-96017113, 96017556-96017579, 96018762-96018902, 96019167-96019239, 96021084-96021136, 96022146-96022250, 96024478-96024546, 96027443-96027563, 96029054-96029184, 96043288-96043374]	Identical	CCDS58266.1_CHR12	1527	0	0	1524-	512	2	2	17	5	3	2	2	9	2	16	9		11	6	19	8	16	10	5	8	18	2	1	1	14	7	11	4	7		15	2	12	6	2	18	21	10	8	8	13	1	5	14	14	4	12	4	17	3	11	5	9	10		14	8	8	4	6	13	6	5	4	
5	NC_000005.10	HAPLN1	1404	CCDS4061.1	Public	-	83641495	83673522	[83641495-83641784, 83644362-83644664, 83652452-83652823, 83673423-83673522]	Identical	CCDS4061.1_CHR5	1065	0	0	1062-	358	7	1	8	4	5	5	4	6	6	10	1	1	8	12	8	9	5	6	4	2	10	3	1		15	8	5	4	1		8		5	5	1	3	7	15	7	6	3	5	3	11	4	7	4	4	19	3	8	3	10	2		11	7	5	5	2	5	11	2	5	
11	NC_000011.10	PDHX	8050	CCDS7896.1	Public	+	34916655	34995171	[34916655-34916814, 34931403-34931483, 34947505-34947605, 34957383-34957582, 34960419-34960517, 34966639-34966813, 34970138-34970285, 34978123-34978181, 34984569-34984727, 34992314-34992378, 34994913-34995171]	Identical	CCDS7896.1_CHR11	1506	0	0	1503-	505	3	2	9	1	7	5	4	10	6	12	7	6	8	10	14	11	13	17	4	6	25	5		2	13	5	6	4	7		18	1	11	12	1	6	22	13	5	3	15	3	4	8	9	11	16	11	19	4	10	7	10	6	1	3	12	2	9	10	8	1	6	3	
16	NC_000016.10	TMEM170A	124491	CCDS76899.1	Public	-	75447557	75451836	[75447557-75447687, 75451737-75451836]	Identical	CCDS76899.1_CHR16	231	0	0	228-	80				1	1			2	2	1	1	1	2	1	3		2	2	1	2	1	1			4	1		3	1		4		1	2		2	2	2	3	4	1		1	4			1				1	1		3	1	2	4	2		1		1		1	
6	NC_000006.12	ARG1	383	CCDS94002.1	Public	+	131573282	131583907	[131573282-131573338, 131576662-131576734, 131579110-131579284, 131583059-131583163, 131583354-131583490, 131583741-131583907]	Identical	CCDS94002.1_CHR6	714	0	0	711-	241	2		3		5		4	10	4	13	3	1		6	12	4	4	8	2	4	7	2			8	6	2	2	3	1	7		2	1		2	13	11	3	3	5		2	4	4	2	9	3	4	2	2	6	8	1		2	4	1	2	2	4	6	5	2	
19	NC_000019.10	QPCTL	54814	CCDS54282.1	Public	+	45692703	45703048	[45692703-45692909, 45693412-45693555, 45698546-45698698, 45698800-45698899, 45701797-45701913, 45702903-45703048]	Identical	CCDS54282.1_CHR19	867	0	0	864-	292		5	3	1	6	10	2		2	5	1	9	6	8	5	4	2	4	7	5		2		3	25	2	4	5	7		4	7	2	5	1	3	6	9	9	16	5	4	4	2	3	15	4		3	4	5	1	4		1	1	1	3		2	11	5	7	9	
2	NC_000002.12	TMEM198	130612	CCDS33385.1	Public	+	219544727	219549853	[219544727-219544892, 219547505-219548080, 219549151-219549353, 219549716-219549853]	Identical	CCDS33385.1_CHR2	1083	0	0	1080-	364	3		1	8	13	11		5	5	3		13	7	11	3	8	5	1	4	6	3	5		1	36	2	1	6	3		12	3	1	13	1		3	19	11	18	9	4	7	3		12	9	2	4	5	11	3	6		1	4	7		1	1	9	8	9	1	
Y	NC_000024.10	RBMY1F	159163	CCDS35483.1	Public	-	22168819	22180968	[22168819-22169117, 22169529-22169617, 22169704-22169814, 22170738-22170848, 22171283-22171393, 22171834-22171944, 22172900-22173014, 22175025-22175177, 22177093-22177270, 22180290-22180393, 22180860-22180968]	Identical	CCDS35483.1_CHRY	1491	0	0	1488-	500	2	8	15	3	6	2	3	4	21	6	5	4	5	8	20		5	3	5	8	12	9		2	3	34	6		2	1	9	2	4	2	3	27	16	3	1	4	13	2	7	6	6	3	17	7	28	9	1	1	3			26	17	25	21	4	8	9	9	2	
1	NC_000001.11	ZNF436	80818	CCDS233.1	Public	-	23361968	23368004	[23361968-23363220, 23367041-23367167, 23367972-23368004]	Identical	CCDS233.1_CHR1	1413	0	0	1410-	474	23	2	11	2	11	4	6	9	4	12	1	4	4	5	13	9	8	6	8	5	16	4		5	3	12	8	5	1	1	7		5	4		7	21	3	10	7	10		3	6	6	5	3	7	10	9	17	5	7	1		13	4	12	12	3	30	4	14	24	
20	NC_000020.11	BTBD3	22903	CCDS13113.1	Public	+	11918275	11923665	[11918275-11918600, 11919085-11919175, 11919717-11919835, 11922633-11923665]	Identical	CCDS13113.1_CHR20	1569	0	0	1566-	526	10	7	14	5	9	5	12	6	5	21	6	2	6	8	6	8	7	11	11	11	15	2	1	1	11	4	5	6	9		16	1	10	16	1	3	19	11	15	12	4	3	7	12	11	5	12	3	16	2	22	2	9	3		11	10	2	7	7	13	9	21	4	
X	NC_000023.11	ADGRG2	10149	CCDS43923.1	Public	-	18990863	19068833	[18990863-18991047, 18994895-18995047, 18996050-18996151, 18998995-18999278, 18999860-18999959, 19002845-19003113, 19004757-19004878, 19006001-19006104, 19006219-19006264, 19007234-19007356, 19007979-19008122, 19009625-19009781, 19010612-19010777, 19013685-19014073, 19019598-19019664, 19021103-19021197, 19023415-19023452, 19023908-19023947, 19027218-19027273, 19028182-19028237, 19030983-19031036, 19033612-19033653, 19035941-19035976, 19037466-19037489, 19037588-19037635, 19040188-19040223, 19068716-19068833]	Identical	CCDS43923.1_CHRX	3054	0	0	3051-	1021	18	2	38	12	8	1	26	24	7	16	16	5	10	19	15	24	24	20	23	22	24	4	1	6	40	13	20	26	14		31	3	17	15	3	23	23	27	23	13	25	1	26	30	20	14	17	24	17	12	22	9	17	16		10	11	10	15	13	18	9	19	7	
16	NC_000016.10	NKD1	85407	CCDS10743.1	Public	+	50548553	50633780	[50548553-50548577, 50548716-50548748, 50549421-50549554, 50608293-50608359, 50621601-50621707, 50625484-50625579, 50630185-50630332, 50630825-50630909, 50632280-50632407, 50633191-50633780]	Identical	CCDS10743.1_CHR16	1413	0	0	1410-	474			2	7	10	5	7	2	5	27	2	12	4	18	3	9	3		12	4	1	8		2	19	7	3	8	4		4	8		23	1	3	9	19	6	11	7	2	16	5	3	16	5	3	4	6	22	1	18	1	1	3	4	6	1	2	29	5	20	23	
X	NC_000023.11	MAGEB6	158809	CCDS14217.1	Public	+	26193846	26195069	[26193846-26195069]	Identical	CCDS14217.1_CHRX	1224	0	0	1221-	411	5	4	2	3	4	4	7		13	18	2	3	2	10	4	6	7	5	8	6	10	1		2	14	6	6	5	9	1	11	1	10	12	3	10	10	10	5	6	9	3	13	3	1	7	6	12	22	1	14	1	3	2		8	6	4	9	3	21	6	7	2	
10	NC_000010.11	ZNF22	7570	CCDS7211.1	Public	+	45003368	45004042	[45003368-45004042]	Identical	CCDS7211.1_CHR10	675	0	0	672-	228	11	2	3	1	3	1	1	2	3	12		6	2	5	5	3	7	6	2	3	16	2		1	1	5	3		1	1	3			1		5	7	3	6	4	2	1	2	3	2	5		4	4	4	15		2	2		3	1	8	8		5	2	9	6	
2	NC_000002.12	IL1RN	3557	CCDS2114.1	Public	+	113118018	113132870	[113118018-113118027, 113120065-113120127, 113127688-113127739, 113129575-113129663, 113131044-113131156, 113132655-113132870]	Identical	CCDS2114.1_CHR2	543	0	0	540-	184	1		4	4	2	2	5	1	4	8	1		2	2	9	5	1	1	6	6	2	1		1	5	4	3	5	3		6		3	4		3	8	1	8	3	2	1	2	1		5	1	2	3	1	5	1	9	2	1	2	1	2	2	1	8	2	3		
4	NC_000004.12	CAMK2D	817	CCDS93611.1	Public	-	113454511	113761067	[113454511-113454514, 113457334-113457562, 113460146-113460240, 113465528-113465603, 113500462-113500510, 113502935-113502976, 113508235-113508267, 113509637-113509674, 113513327-113513369, 113513829-113513912, 113515068-113515190, 113517562-113517656, 113531215-113531298, 113537340-113537442, 113548656-113548728, 113552030-113552095, 113609151-113609205, 113661712-113661771, 113759319-113759413, 113761003-113761067]	Identical	CCDS93611.1_CHR4	1512	0	0	1509-	507	6	4	13	4	7	3	7	11	5	18	6	1	7	6	11	15	14	11	4	13	19	3		2	6	9	7	2	10	1	17		8	11	3	3	23	12	6	4	10	1	4	13	10	3	11	9	17	6	13	6	11	5		9	9	8	8	6	13	6	3	11	
6	NC_000006.12	ASF1A	25842	CCDS47469.1	Public	+	118894413	118907613	[118894413-118894521, 118900765-118900880, 118905651-118905827, 118907401-118907613]	Identical	CCDS47469.1_CHR6	615	0	0	612-	208	1		11	2			5	5	1	3			3	3	4	3	3	6	2	5	3	1	1		3	2	3	2	2		1	1	6			6	14	6	5	1	5		2	4	3	2	6	6	8	4	4	3	5	5		5	10	1	2	6	5	2	1	2	
6	NC_000006.12	TREM1	54210	CCDS56427.1	Public	-	41276183	41286654	[41276183-41276229, 41282394-41282750, 41286606-41286654]	Identical	CCDS56427.1_CHR6	453	0	0	450-	154	3		1	1	4	3	1	2	1	7	3	1	4		2	3	2		4	5	4	2	1	1	9		2	4	2		2			1		1	5	7	3	3	3		3	2	1	2	1	4	5	5	5	2	3	2		2	2	3			6	3	2	1	
2	NC_000002.12	ZNF2	7549	CCDS42712.1	Public	+	95176226	95182105	[95176226-95176258, 95177482-95177608, 95180158-95180271, 95181102-95182105]	Identical	CCDS42712.1_CHR2	1278	0	0	1275-	429	10	6	2	12	12	5	5	5	1	12	2	7	4	5	9	2	14	8	4	5	19	3	1	2	6	7	6	5	4		7	2	6	8	2	6	16	8	8	6	9		7	11	6	6	3	13	4	8	17	3	15			6		12	8	1	19	4	10	12	
17	NC_000017.11	GRIN2C	2905	CCDS32724.1	Public	-	74842434	74855091	[74842434-74843552, 74844275-74844507, 74846065-74846252, 74846759-74846919, 74847307-74847536, 74847851-74847976, 74849779-74849932, 74850205-74850370, 74850555-74850766, 74851576-74851690, 74852012-74852610, 74854693-74855091]	Identical	CCDS32724.1_CHR17	3702	0	0	3699-	1237	5	6	5	21	34	36	23	5	9	29	1	22	29	56	9	33	6	4	36	26	2	4	1	14	77	5	4	33	5		14	31	3	72	14	5	4	60	40	36	14	20	25	11	3	45	12	5	4	9	42	3	40			2	7	4	8	5	50	27	48	31	
2	NC_000002.12	BAZ2B	29994	CCDS2209.2	Public	-	159320264	159478718	[159320264-159320417, 159324810-159324953, 159325652-159325917, 159332539-159332685, 159336941-159337076, 159337566-159337771, 159347485-159347645, 159348677-159348832, 159349006-159349279, 159349707-159350356, 159373044-159373188, 159374690-159374752, 159382558-159382801, 159383605-159383679, 159385154-159385368, 159386352-159386606, 159389344-159389484, 159395768-159395833, 159397344-159397388, 159398828-159398893, 159400598-159400663, 159404848-159404909, 159405021-159405113, 159412334-159412544, 159427940-159428041, 159428310-159428418, 159429199-159429259, 159430862-159431155, 159432756-159433362, 159438302-159438694, 159439008-159439211, 159446781-159446974, 159448241-159448408, 159453612-159453800, 159478574-159478718]	Identical	CCDS2209.2_CHR2	6507	0	0	6504-	2172	21	13	64	10	18	5	31	45	35	68	22	9	17	23	50	15	49	47	15	45	125	17	1	4	28	50	59	11	38		57	2	32	20	5	51	149	24	19	17	43	3	23	38	42	16	56	74	97	19	61	28	39	31		14	58	28	63	32	44	9	24	16	
2	NC_000002.12	CFLAR	8837	CCDS46487.1	Public	+	201129865	201141432	[201129865-201130145, 201133028-201133133, 201135971-201136106, 201140356-201140438, 201141373-201141432]	Identical	CCDS46487.1_CHR2	666	0	0	663-	225	2	1	5	2	2		3	4	2	13	4	2		2	2	5		4	1	8	7	2	1		11	5	4	3	6		4		8	2	1	4	6	6	3	7	4		2	2	5	1	2	2	13	5	3	2	7	4		2	5	2	3		8	4	1	3	
19	NC_000019.10	TRIM28	10155	CCDS12985.1	Public	+	58544757	58550552	[58544757-58545096, 58545424-58545536, 58545763-58545895, 58547375-58547510, 58547596-58547712, 58547791-58547905, 58548033-58548179, 58548293-58548407, 58548485-58548591, 58548739-58548775, 58548861-58548909, 58548987-58549239, 58549330-58549649, 58549736-58549859, 58549948-58550034, 58550146-58550283, 58550376-58550552]	Identical	CCDS12985.1_CHR19	2508	0	0	2505-	839	14	9	6	17	12	19	12	4	16	37		7	5	40	4	9	13	8	24	16	5	3	1	2	43	2	3	7	5		15	6	3	51	9	10	7	35	15	11	18	15	10	7	9	23	15	14	19	2	37	1	25	3		3	13	7	9	5	54	7	22	13	
9	NC_000009.12	AOPEP	84909	CCDS55327.1	Public	+	94759783	94931753	[94759783-94760579, 94773001-94773167, 94792764-94792917, 94800756-94801001, 94923985-94924174, 94928424-94928530, 94931714-94931753]	Identical	CCDS55327.1_CHR9	1701	0	0	1698-	570	7	3	9	17	13	5	10	14	5	5	6	4	14	5	7	8	9	8	9	15	11	3	1	4	13	3	4	4	8		12	1	14	22	1	17	18	14	12	12	14		2	14	6	8	10	11	15	11	21	2	13	5		7	11	12	9	3	26	5	9	6	
7	NC_000007.14	COBL	23242	CCDS87505.1	Public	-	51065135	51316632	[51065135-51065448, 51085165-51085303, 51136157-51136330, 51184101-51184198, 51190849-51191077, 51193378-51193588, 51219740-51219943, 51316592-51316632]	Identical	CCDS87505.1_CHR7	1410	0	0	1407-	473	7	4	11	3	11	5	9	7	4	28	3	3	2	5	4	4	4	7	10	11	10	2		3	20	7	5	6	7	1	7	4	9	9	5	8	11	15	2	11	17	6	12	7	11	10	18	9	5	6	9	3	7	3		1	6	4	7	1	19	2	12	11	
1	NC_000001.11	STIL	6491	CCDS72786.1	Public	-	47251135	47310318	[47251135-47251921, 47260288-47260538, 47262902-47263115, 47269634-47269865, 47272075-47272240, 47280240-47281208, 47282344-47282458, 47287550-47287659, 47289434-47289584, 47293457-47293543, 47295764-47295847, 47299904-47299967, 47300109-47300151, 47301560-47301747, 47302233-47302345, 47304888-47304995, 47310275-47310318]	Identical	CCDS72786.1_CHR1	3726	0	0	3723-	1245	21	4	51	13	10	2	28	28	13	32	17	3	5	8	20	9	16	28	14	28	38	5		3	14	23	31	5	33	1	21	4	22	7	3	47	63	23	16	7	43		15	26	30	15	42	25	37	8	38	13	19	22		18	29	28	33	20	21	8	22	14	
3	NC_000003.12	TBC1D5	9779	CCDS33714.1	Public	-	17160962	17508569	[17160962-17161255, 17166766-17166927, 17167748-17167827, 17185108-17185207, 17214206-17214369, 17238162-17238418, 17258505-17258590, 17291894-17292000, 17307991-17308133, 17372074-17372246, 17374470-17374539, 17374628-17374678, 17376524-17376612, 17383912-17384014, 17403180-17403247, 17404693-17404767, 17404871-17404960, 17406417-17406525, 17428449-17428518, 17508473-17508569]	Identical	CCDS33714.1_CHR3	2388	0	0	2385-	799	5	2	20	5	15	3	19	5	5	13	7	2	8	19	10	12	14	25	9	20	30	5	1	2	24	19	22	8	14		10	1	9	16		18	37	10	17	4	15	1	19	16	19	8	19	16	28	8	32	9	16	12		11	14	12	16	8	11	9	24	8	
3	NC_000003.12	DLG1	1739	CCDS3327.1	Public	-	197044622	197297203	[197044622-197044728, 197051576-197051667, 197059888-197059997, 197065275-197065447, 197065707-197065808, 197066703-197066753, 197069218-197069259, 197076585-197076684, 197081050-197081116, 197085579-197085755, 197090911-197091025, 197104902-197105004, 197115926-197116082, 197119409-197119529, 197130526-197130670, 197136541-197136677, 197138221-197138390, 197140139-197140263, 197142717-197142767, 197149742-197149795, 197161639-197161737, 197194424-197194588, 197282678-197282844, 197296345-197296476, 197297185-197297203]	Identical	CCDS3327.1_CHR3	2781	0	0	2778-	930	5	9	27		9	2	16	23	12	18	18	4	4	9	27	17	16	32	6	12	43	10	1	4	7	18	15	13	12		15	3	24	12	1	22	56	15	11	8	20	1	11	18	17	9	23	15	42	6	29	6	14	12		19	22	20	20	18	20	10	16	3	
2	NC_000002.12	ZAP70	7535	CCDS33255.1	Public	+	97734551	97739497	[97734551-97734711, 97735249-97735455, 97737472-97737664, 97737756-97737896, 97737994-97738106, 97739374-97739497]	Identical	CCDS33255.1_CHR2	939	0	0	936-	316	3	1	1	5	7	11	7	1	1	24	1	3	6	12		9	1	2	2	17	2	1	1	3	16			7	1		4	3	1	14			5	12	6	9	1	2	4	3	1	8	5	2	3	1	11		13			2	5		1		21	14	12	5	
8	NC_000008.11	ASPH	444	CCDS34900.1	Public	-	61665250	61689687	[61665250-61665605, 61668233-61668274, 61680967-61681035, 61682438-61682482, 61684038-61684187, 61689672-61689687]	Identical	CCDS34900.1_CHR8	678	0	0	675-	229		1	5		3		2	4	2	20			3	3	9	1	3	2	3	4	24	2		1	1	7	1	3	1	1	6		6	3		4	11	4	3	3	2		2	3	2	1		5	14	4	1	4	7	4		4	5	1	6	2	11			2	
17	NC_000017.11	KRTAP4-6	81871	CCDS54125.1	Public	-	41139869	41140486	[41139869-41140486]	Identical	CCDS54125.1_CHR17	618	0	0	615-	209	14	5		62		8			1					3		2	2	1	14	1		1	1		2	2		5	1			1		1		6	1	5			1		12			15	3			4	12		1			1				1	1		15	1	
16	NC_000016.10	C16orf46	123775	CCDS42201.1	Public	-	81054070	81063954	[81054070-81054093, 81061205-81062137, 81063745-81063954]	Identical	CCDS42201.1_CHR16	1167	0	0	1164-	392	5		8	7	8	2	7	4	3	19	3	1	7	6	6	6	9	6	6	3	20	2		2	15	4	5	4	6		7	3	7	14		6	15	6	4	8	8	3	11	4	5	10	12	3	10	8	13	1	7	1	1	4	6	3	6	1	13	3	8	4	
1	NC_000001.11	ST3GAL3	6487	CCDS53310.1	Public	+	43736262	43930201	[43736262-43736379, 43814890-43814932, 43838218-43838310, 43894382-43894476, 43930131-43930201]	Identical	CCDS53310.1_CHR1	420	0	0	417-	143		1	2	2	1	2	1		2	6		3	3	2	3	3			1	3	2		1	1	9	3	2	1	4		5	1	1	4	1	3	4	2	5	5	3	3	3	6		2	2	2	2		1	2	4	2		5	3	1		2	4	1	1	2	
8	NC_000008.11	RIMS2	9699	CCDS94329.1	Public	+	103819507	104251819	[103819507-103819628, 103885297-103886222, 103910133-103910200, 103912052-103912171, 103915494-103915593, 103916413-103916536, 103918440-103918486, 103921671-103921783, 103931262-103931392, 103936550-103936721, 103942772-103942925, 103961064-103961132, 103975349-103975505, 103989304-103989420, 103998184-103998249, 104013441-104013620, 104014505-104014614, 104015423-104015455, 104041328-104041357, 104068511-104068611, 104093470-104093642, 104148606-104148847, 104244915-104245056, 104248700-104248812, 104249486-104249587, 104251023-104251162, 104251601-104251819]	Identical	CCDS94329.1_CHR8	4071	0	0	4068-	1360	5	13	20	3	8	14	16	30	15	20	14	13	13	15	40	11	22	22	16	43	47	22		6	17	44	33	15	18		15	3	18	13	6	46	60	14	10	6	37	1	22	14	22	9	42	44	69	34	32	16	21	24	1	25	23	29	40	25	30	15	26	10	
1	NC_000001.11	TSTD1	100131187	CCDS44258.1	Public	-	161037878	161038888	[161037878-161038074, 161038550-161038672, 161038879-161038888]	Identical	CCDS44258.1_CHR1	330	0	0	327-	113	1	1			5	2	1			3		4	1	2	3	2	1		1	3			1	2	4			1	1		7	1	1	5	1	2	2	3	4	6	1	3	2		2	1	3	1	1	1	5	2	1	1		1	1	1	2		8	2			
1	NC_000001.11	PEAR1	375033	CCDS30892.1	Public	+	156903926	156914797	[156903926-156904026, 156904747-156904851, 156905323-156905423, 156906275-156906367, 156906636-156906879, 156907609-156907729, 156907914-156908050, 156908127-156908339, 156908654-156908828, 156908915-156909035, 156909750-156909913, 156910005-156910107, 156910233-156910379, 156910617-156910742, 156912246-156912374, 156912493-156912621, 156912769-156912981, 156913193-156913281, 156913390-156913522, 156913691-156913759, 156913851-156914099, 156914646-156914797]	Identical	CCDS30892.1_CHR1	3114	0	0	3111-	1041	43	5	9	81	31	19	26	2	17	13		16	17	53	18	9	14	4	27	9	4	4	1	6	30	3	8	10	2		14	16	3	23	4	10	10	19	20	16	31	3	21	6	5	56	27	7	9	5	46	2	31	2		10	11	15	11	6	32	18	36	32	
19	NC_000019.10	FUZ	80199	CCDS54293.1	Public	-	49807150	49813105	[49807150-49807373, 49808413-49808487, 49808573-49808637, 49808716-49808822, 49809162-49809257, 49809377-49809574, 49811362-49811466, 49811630-49811698, 49812637-49812735, 49812995-49813105]	Identical	CCDS54293.1_CHR19	1149	0	0	1146-	386	3	2	3	7	18	7	3	4	2	4		8	5	8	4	5	5	1	12	2	1	2	1	6	42	2		8	8		3	9		12	1	3	7	18	9	18	2	4	7	1	8	13	13	1	2	3	15	2	8			3	2	3	5		18	4	9	7	
5	NC_000005.10	SSBP2	23635	CCDS58962.1	Public	-	81420503	81751041	[81420503-81420532, 81428584-81428682, 81437429-81437457, 81440557-81440635, 81442652-81442722, 81446867-81446921, 81448789-81448824, 81461054-81461102, 81466973-81467064, 81473699-81473769, 81474495-81474561, 81489249-81489308, 81615472-81615556, 81636556-81636617, 81650266-81650338, 81750980-81751041]	Identical	CCDS58962.1_CHR5	1020	0	0	1017-	343	3	1	15		6		8	6	15	3	3	2	6	7	21	2	4	1	1	23	4	1	1		3	7	4	2	2		4	2		4		6	7	2	3	4	19		4	5	1	7	23	11	9	3	8		3	12		5	8	5	9	5	5	7	6	2	
11	NC_000011.10	OR4A15	81328	CCDS31500.2	Under review, update	+	55367973	55368917	[55367973-55368917]	Identical	CCDS31500.2_CHR11	945	0	0	942-	318	8	1	8	1	6		5	2	3	6	6		3	2	4	9	10	9	9	17	12	3	1	1	10		3	11	8		10		5	5		6	5	5	9	5	3	2	6	14	11	8	1	3	5	2	5	3	2	9		9	4	2	3	3	2	4	2	4	
21	NC_000021.9	KRTAP10-1	386677	CCDS42954.1	Public	-	44539301	44540149	[44539301-44540149]	Identical	CCDS42954.1_CHR21	849	0	0	846-	286	7	2		68	1	4				5		1	1	1		1	2		10	3			1	1	3	1	1	7			5	5	1	15	1	10		12		5	7	2	29			17	4	4	3		20		1			1	1	1		1	4		13	1	
16	NC_000016.10	CES4A	283848	CCDS42174.3	Public	+	66988772	67009064	[66988772-66988829, 66995627-66995828, 67000637-67000778, 67000856-67000989, 67001307-67001460, 67003069-67003173, 67003255-67003359, 67003514-67003552, 67004083-67004223, 67004792-67004872, 67005239-67005392, 67008973-67009064]	Identical	CCDS42174.3_CHR16	1407	0	0	1404-	472	1	2	5	7	9	6	13	5	5	13	1	4	14	9	10	15	4	4	16	21	6	2	1	3	27	6	6	7	6		8	6	3	14	4	3	6	22	16	9	9	9	5	3	3	8	8	4	5	6	16	6	11	3		3	4	3	4	2	12	9	9	8	
6	NC_000006.12	PERP	64065	CCDS5188.1	Public	-	138092041	138107339	[138092041-138092267, 138096353-138096493, 138107126-138107339]	Identical	CCDS5188.1_CHR6	582	0	0	579-	197	5		1	6	2	4	3	1	2	2			7	12	2	13	1	4	3	4	1			2	10	2	1	2	2	1	4			13	1	2	1	4	13	8	1	3	5	1	4	5			1	1	6	1	3			1	2	1		1	5	9	4	1	
14	NC_000014.9	CFL2	1073	CCDS9649.1	Public	-	34712864	34714539	[34712864-34712976, 34713059-34713135, 34713253-34713560, 34714537-34714539]	Identical	CCDS9649.1_CHR14	501	0	0	498-	170	1	1	5	1				7	3	8	2		2	2	4	3	1	6		3	15	1			1	2	3	1	5	1	4		4	2	1	6	6	3	2	1	3			4	2	1	1	1	9	1	1	2	5	3		2	3	1	1	7	7	3	3		
